covariate,coefficient,p_value,OR,CI_lower,CI_upper,pdc_col,model,covariates
C(ethnicity)[T.Indian],0.13233746385089698,0.018787263211634906,1.1414934670580188,1.022194226366923,1.2747159998812334,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Other],0.1619704888511665,0.004514346923190445,1.1758255408464386,1.0514621963153954,1.3148981554940344,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Pakistani],-0.047661039395876355,0.38305489622737987,0.9534569166427858,0.8566271328111156,1.06123196087745,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.10.0],0.9471740796888877,4.394367938358247e-06,2.5784129646655978,1.7209601967838568,3.863083776591619,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.2.0],0.07590584134059643,0.23771867283195536,1.0788609852705664,0.9511370546693915,1.223736389855566,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.3.0],0.15366840001430546,0.01702554679553508,1.1661041425428063,1.027826866653252,1.3229843618343902,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.4.0],0.23935332010885468,0.00040637634572747075,1.2704273248169105,1.1125771509600098,1.4506729589483223,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.5.0],0.33935888190475794,4.00714056002065e-06,1.4040471419182197,1.2154452290223814,1.6219146117462941,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.6.0],0.4993241736661753,1.2063178037429671e-10,1.6476073978829393,1.415275444497074,1.9180790199629598,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.7.0],0.6734553849992977,5.918976652338015e-14,1.9610016428972468,1.6449226988015198,2.337816510312325,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.8.0],0.8534908928295923,6.696749337552623e-16,2.347828580805727,1.9085719478210326,2.8881798515070303,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.9.0],0.6385004479092135,6.634764175444992e-09,1.8936391386388398,1.5261255728806866,2.349655396060382,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Angiotensin-converting enzyme inhibitors],-0.13844660844234824,7.704590471189555e-06,0.8707097385772955,0.8194617797361977,0.9251626709148075,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Antihistamines],0.33377133438775647,2.5435274871795616e-12,1.3962238386899701,1.2716673030293506,1.5329803660770556,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Beta-adrenoceptor blocking drugs],0.1630059994232506,4.855591259014563e-07,1.1770437512509326,1.1046342856782105,1.2541997024003793,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Biguanides],-0.3189814515385227,8.148259918991017e-29,0.7268890318545033,0.6872134051564919,0.7688552939534953,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Lipid-regulating drugs],-0.22930553644121807,3.137042328192214e-12,0.7950855687745473,0.7454457651800068,0.8480309248532575,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Proton pump inhibitors],0.17579799236289287,2.036316294263527e-09,1.1921972013843676,1.1256072742969276,1.2627265294429677,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
post_inclusive_pdc,0.15087858501009707,4.7383241592189036e-07,1.1628554614261908,1.0965460042759343,1.2331747312887422,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
age_at_start,0.026874207281890508,2.528507508118239e-194,1.027238575503176,1.0254206819213398,1.0290596918960335,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
total_post_exposure_days,-0.00016618477315257044,1.095887794518861e-25,0.9998338290347719,0.9998027475163469,0.9998649115194485,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
Intercept,-1.2432795376057555,2.3511184509493386e-36,0.28843672603069814,0.23768587755881485,0.350023929809298,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(gender)[T.Male],-0.09484478359539313,0.0001470968850618125,0.9095140950204996,0.8660467355377395,0.9551631050572919,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Any other Asian background],-0.05720385178707134,0.39519442034619734,0.944401531802656,0.8277283022032149,1.0775205473791263,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Any other White background],0.3294306131019359,3.419117777760068e-09,1.3901763548699546,1.2463030051686277,1.5506584591585977,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Any other ethnic group],0.2514798123130685,0.0004972756741308686,1.2859269399113855,1.1162051132153465,1.481455402068951,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Bangladeshi],0.26098482916506066,1.6129124526039884e-07,1.2982079703854594,1.1774499888140855,1.431350758319505,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.British],0.8068513137290028,7.523266060412529e-62,2.2408411611071903,2.03716658664587,2.4648789854637,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Caribbean],-0.35952815426770457,5.645334615704244e-10,0.6980055993449967,0.6230161411838263,0.7820211781209887,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Indian],0.08856702580029129,0.11764940350593159,1.0926074830472432,0.9778763603133983,1.2207996434520978,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Other],0.1469592867324382,0.010500417620128925,1.1583068036150406,1.0349956767867685,1.296309425626042,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Pakistani],-0.0753987981564962,0.17116113315273795,0.9273735777008456,0.8324465589633407,1.0331254821794993,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.10.0],0.9540418787804336,4.840793025293992e-06,2.5961819338954633,1.7246372821605978,3.90816127170881,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.2.0],0.07228021922784127,0.2652823951707347,1.0749565253509457,0.9465893066748746,1.2207316554775631,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.3.0],0.15000393605506274,0.02105162977027529,1.1618388157808361,1.0228244445064953,1.319746942992076,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.4.0],0.2404639813705033,0.0004302422462378897,1.2718391231020276,1.1124916832059566,1.4540106496719503,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.5.0],0.3334228862628989,7.17405898543474e-06,1.3957374118636765,1.2066258697083523,1.6144879467458924,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.6.0],0.4912975784166191,3.1090258672287574e-10,1.6344356530194142,1.4025445523023525,1.9046666998747273,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.7.0],0.6706847250909451,1.1214374172740705e-13,1.95557589418819,1.6383065654532925,2.334286609461169,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.8.0],0.8497640163415384,1.4409965704730895e-15,2.3390947986427038,1.8985748409649634,2.8818271257910983,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(imd)[T.9.0],0.6361172770514124,9.38807893273099e-09,1.8891316462240861,1.5203864727385707,2.3473100035789263,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Angiotensin-converting enzyme inhibitors],-0.13678238105901477,1.1055901501421131e-05,0.8721600040181733,0.8205543839423985,0.9270111615933763,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Antihistamines],0.5149366794056621,3.9246133395017116e-26,1.673532529368043,1.5211878704659347,1.8411342748842396,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Beta-adrenoceptor blocking drugs],0.19224440203549226,3.94151168914324e-09,1.2119666878965079,1.1368215770580061,1.2920789701864381,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Biguanides],-0.28666503289216255,9.867031825929619e-24,0.7507631676897962,0.7099150102944217,0.793961707790708,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Lipid-regulating drugs],-0.22150201130487987,2.0273698730679012e-11,0.8013143104589312,0.7510677697508724,0.8549223518927687,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(drug_class)[T.Proton pump inhibitors],0.23960329023878504,5.047430473167633e-16,1.270744933395037,1.199254675689039,1.3464968855104678,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
post_exclusive_pdc,1.862776321162996,0.0,6.441595907650634,5.857958389179286,7.083382141141297,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
age_at_start,0.024828248883490087,1.2731816554245284e-167,1.02513903662944,1.0233328537483548,1.026948407424006,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
total_post_exposure_days,0.00018739702479894492,1.2169461055308691e-24,1.0001874145847183,1.0001515657613902,1.0002232646929898,post_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
