ConditionID,ConditionName,ConceptID,PrimaryTerm
2002,Dementia,1972251000006119,"Dementia in Alzheimer's dis, atypical or mixed type, other symptoms, predominantly delusional"
2002,Dementia,1972291000006113,"Dementia in Alzheimer's dis, atypical or mixed type, other symptoms, predominantly hallucinatory"
2002,Dementia,1972311000006112,"Dementia in Alzheimer's dis, atypical or mixed type, other symptoms, predominantly depressive"
2002,Dementia,1972341000006111,"Dementia in Alzheimer's dis, atypical or mixed type, other mixed symptoms"
2002,Dementia,1972371000006115,"Dementia in Alzheimer's disease, unspecified, without additional symptoms"
2002,Dementia,1972401000006117,"Dementia in Alzheimer's disease, unspecified, other symptoms, predominantly delusional"
2002,Dementia,1972421000006110,"Dementia in Alzheimer's disease, unspecified, other symptoms, predominantly hallucinatory"
2002,Dementia,1972451000006118,"Dementia in Alzheimer's disease, unspecified, other symptoms, predominantly depressive"
2002,Dementia,1972471000006111,"Dementia in Alzheimer's disease, unspecified, other mixed symptoms"
2002,Dementia,1972481000006114,"Vascular dementia of acute onset, without additional symptoms"
2002,Dementia,1972501000006116,"Vascular dementia of acute onset, other symptoms, predominantly delusional"
2002,Dementia,1972521000006114,"Vascular dementia of acute onset, other symptoms, predominantly hallucinatory"
2002,Dementia,1972541000006119,"Vascular dementia of acute onset, other symptoms, predominantly depressive"
2002,Dementia,1972571000006110,"Vascular dementia of acute onset, other mixed symptoms"
2002,Dementia,1972601000006115,"Multi-infarct dementia, without additional symptoms"
2002,Dementia,1972621000006113,"Multi-infarct dementia, other symptoms, predominantly delusional"
2002,Dementia,1972641000006118,"Multi-infarct dementia, other symptoms, predominantly hallucinatory"
2002,Dementia,1972661000006119,"Multi-infarct dementia, other symptoms, predominantly depressive"
2002,Dementia,1972681000006112,"Multi-infarct dementia, other mixed symptoms"
2002,Dementia,1972711000006113,"Subcortical vascular dementia, without additional symptoms"
2002,Dementia,1972731000006119,"Subcortical vascular dementia, other symptoms, predominantly delusional"
2002,Dementia,1972751000006114,"Subcortical vascular dementia, other symptoms, predominantly hallucinatory"
2002,Dementia,1972771000006116,"Subcortical vascular dementia, other symptoms, predominantly depressive"
2002,Dementia,1972791000006115,"Subcortical vascular dementia, other mixed symptoms"
2002,Dementia,1972821000006112,"Mixed cortical and subcortical vascular dementia, without additional symptoms"
2002,Dementia,1972831000006110,"Mixed cortical and subcortical vascular dementia, other symptoms, predominantly delusional"
2002,Dementia,1972871000006113,"Mixed cortical and subcortical vascular dementia, other symptoms, predominantly hallucinatory"
2002,Dementia,1972911000006111,"Mixed cortical and subcortical vascular dementia, other symptoms, predominantly depressive"
2002,Dementia,1972931000006117,"Mixed cortical and subcortical vascular dementia, other mixed symptoms"
2002,Dementia,1973221000006118,"Other vascular dementia, without additional symptoms"
2002,Dementia,1973271000006117,"Other vascular dementia, other symptoms, predominantly delusional"
2002,Dementia,1973341000006118,"Other vascular dementia, other symptoms, predominantly hallucinatory"
2002,Dementia,1973381000006112,"Other vascular dementia, other symptoms, predominantly depressive"
2002,Dementia,1973401000006112,"Other vascular dementia, other mixed symptoms"
2002,Dementia,1973461000006113,"Vascular dementia, unspecified, without additional symptoms"
2002,Dementia,1973501000006113,"Vascular dementia, unspecified, other symptoms, predominantly delusional"
2002,Dementia,1973531000006117,"Vascular dementia, unspecified, other symptoms, predominantly hallucinatory"
2002,Dementia,1973551000006112,"Vascular dementia, unspecified, other symptoms, predominantly depressive"
2002,Dementia,1976831000006111,"Vascular dementia, unspecified, other mixed symptoms"
2002,Dementia,16219201000119101,Behavioural disturbance co-occurrent and due to late onset Alzheimer dementia
2002,Dementia,16276361000119109,Vascular dementia without behavioural disturbance
2025,AtrialFibrillation,49436004,Atrial fibrillation
2025,AtrialFibrillation,134377004,Atrial fibrillation monitoring
2025,AtrialFibrillation,138790004,H/O: atrial fibrillation
2025,AtrialFibrillation,142049000,ECG: atrial fibrillation
2025,AtrialFibrillation,150930004,Pacer controlled atrial fibril
2025,AtrialFibrillation,161521008,H/O: atrial fibrillation
2025,AtrialFibrillation,164889003,ECG: atrial fibrillation
2025,AtrialFibrillation,175146007,Implantation of intravenous pacemaker for atrial fibrillation
2025,AtrialFibrillation,195080001,Atrial fibrillation and flutter
2025,AtrialFibrillation,233910005,Lone atrial fibrillation
2025,AtrialFibrillation,233911009,Non-rheumatic atrial fibrillation
2025,AtrialFibrillation,282825002,Paroxysmal atrial fibrillation
2025,AtrialFibrillation,287695003,Pacer controlled atrial fibril
2025,AtrialFibrillation,300996004,Controlled atrial fibrillation
2025,AtrialFibrillation,312442005,H/O: atrial fibrillation
2025,AtrialFibrillation,314208002,Rapid atrial fibrillation
2025,AtrialFibrillation,367037002,Atrial fibrillation monitoring
2025,AtrialFibrillation,367266005,Atrial fibrillation monitoring
2025,AtrialFibrillation,426749004,Chronic atrial fibrillation
2025,AtrialFibrillation,426814001,Transient cerebral ischaemia due to atrial fibrillation
2025,AtrialFibrillation,429211003,Maze procedure for atrial fibrillation
2025,AtrialFibrillation,429218009,History of maze procedure for atrial fibrillation
2025,AtrialFibrillation,440028005,Permanent atrial fibrillation
2025,AtrialFibrillation,440059007,Persistent atrial fibrillation
2025,AtrialFibrillation,449863006,Insertion of pacemaker for control of atrial fibrillation
2025,AtrialFibrillation,699833006,Provision of written information about atrial fibrillation
2025,AtrialFibrillation,706923002,Longstanding persistent atrial fibrillation
2025,AtrialFibrillation,715395008,Familial atrial fibrillation
2025,AtrialFibrillation,735259005,"CHA2DS2-VASc (congestive heart failure, hypertension, age 2, diabetes mellitus, stroke 2, vascular disease, age, sex category) stroke risk score"
2025,AtrialFibrillation,758600000,Referral to atrial fibrillation clinic
2025,AtrialFibrillation,762247006,Preexcited atrial fibrillation
2025,AtrialFibrillation,763008007,"CHADS2 (congestive heart failure, hypertension, age 75 years or older, diabetes mellitus and previous stroke or transient ischaemic attack) score"
2025,AtrialFibrillation,1010405004,Paroxysmal atrial fibrillation with rapid ventricular response
2025,AtrialFibrillation,1.20041E+14,Atrial fibrillation with rapid ventricular response
2025,AtrialFibrillation,1.33111E+14,QOF (Quality and Outcomes Framework) atrial fibrillation quality indicator-related care invitation using preferred method of communication
2025,AtrialFibrillation,1.43601E+14,Evaluation of AF (atrial fibrillation) burden
2025,AtrialFibrillation,2.48411E+14,Atrial fibrillation annual review
2025,AtrialFibrillation,2.49021E+14,Atrial fibrillation monitoring first letter
2025,AtrialFibrillation,2.49031E+14,Atrial fibrillation monitoring second letter
2025,AtrialFibrillation,2.49041E+14,Atrial fibrillation monitoring third letter
2025,AtrialFibrillation,2.49051E+14,Atrial fibrillation monitoring verbal invitation
2025,AtrialFibrillation,2.49101E+14,Atrial fibrillation monitoring telephone invitation
2025,AtrialFibrillation,2.50591E+14,Atrial fibrillation annual review
2025,AtrialFibrillation,2.51711E+14,Atrial fibrillation monitoring first letter
2025,AtrialFibrillation,2.51721E+14,Atrial fibrillation monitoring second letter
2025,AtrialFibrillation,2.51731E+14,Atrial fibrillation monitoring third letter
2025,AtrialFibrillation,2.51741E+14,Atrial fibrillation monitoring verbal invite
2025,AtrialFibrillation,2.51751E+14,Atrial fibrillation monitoring telephone invite
2025,AtrialFibrillation,2.53221E+14,Atrial fibrillation annual review
2025,AtrialFibrillation,2.74691E+14,Atrial fibrillation monitoring first letter
2025,AtrialFibrillation,2.74701E+14,Atrial fibrillation monitoring second letter
2025,AtrialFibrillation,2.74711E+14,Atrial fibrillation monitoring third letter
2025,AtrialFibrillation,2.74721E+14,Atrial fibrillation monitoring verbal invite
2025,AtrialFibrillation,2.74731E+14,Atrial fibrillation monitoring telephone invite
2025,AtrialFibrillation,3.41561E+14,Persistent atrial fibrillation
2025,AtrialFibrillation,3.41571E+14,Permanent atrial fibrillation
2025,AtrialFibrillation,3.68881E+14,Permanent atrial fibrillation
2025,AtrialFibrillation,3.68891E+14,Persistent atrial fibrillation
2025,AtrialFibrillation,6.08471E+14,Atrial fibrillation and flutter NOS
2025,AtrialFibrillation,7.11411E+14,Atrial fibrillation monitoring invitation
2025,AtrialFibrillation,7.16181E+14,Atrial fibrillation monitoring third letter
2025,AtrialFibrillation,7.16721E+14,Atrial fibrillation monitoring telephone invitation
2025,AtrialFibrillation,7.16981E+14,Atrial fibrillation monitoring second letter
2025,AtrialFibrillation,7.17011E+14,Atrial fibrillation monitoring verbal invitation
2025,AtrialFibrillation,7.17221E+14,Atrial fibrillation monitoring first letter
2025,AtrialFibrillation,7.85111E+14,Referral to atrial fibrillation clinic
2025,AtrialFibrillation,7.85121E+14,Referral to atrial fibrillation clinic
2025,AtrialFibrillation,7.93851E+14,"CHA2DS2-VASc (congestive heart failure, hypertension, age 2, diabetes mellitus, stroke 2 - vascular disease, age, sex category) stroke risk score"
2025,AtrialFibrillation,8.47611E+14,Atrial fibrillation care pathway
2025,AtrialFibrillation,8.47621E+14,Following atrial fibrillation care pathway protocol
2025,AtrialFibrillation,8.83941E+14,Provision of written information about atrial fibrillation
2025,AtrialFibrillation,8.83951E+14,Provision of written information about atrial fibrillation
2025,AtrialFibrillation,1032701000000106,Chronic atrial fibrillation
2025,AtrialFibrillation,1032711000000108,Chronic atrial fibrillation
2025,AtrialFibrillation,1066791000000106,Assessment of atrial fibrillation using oscillometric blood pressure monitor
2025,AtrialFibrillation,1066831000000104,Atrial fibrillation detected
2025,AtrialFibrillation,1085111000000109,"CHADS2 (congestive heart failure, hypertension, age 75 years or older, diabetes mellitus and previous stroke or transient ischaemic attack) score"
2025,AtrialFibrillation,1105331000000106,Blood pressure measurement using oscillometric monitoring device with opportunistic atrial fibrillation detection
2025,AtrialFibrillation,1110851000000100,QOF (Quality and Outcomes Framework) atrial fibrillation quality indicator-related care invitation
2025,AtrialFibrillation,1127481000000104,Evaluation of atrial fibrillation rate control
2028,ChronicLiverDisease,536002,Glissonian cirrhosis
2028,ChronicLiverDisease,1116000,Chronic aggressive type B viral hepatitis
2028,ChronicLiverDisease,1761006,Biliary cirrhosis
2028,ChronicLiverDisease,6183001,Indian childhood cirrhosis
2028,ChronicLiverDisease,9843006,Chronic lymphocytic cholangitis-cholangiohepatitis
2028,ChronicLiverDisease,10295004,Chronic viral hepatitis
2028,ChronicLiverDisease,12368000,Secondary biliary cirrhosis
2028,ChronicLiverDisease,15999000,Mixed micro and macronodular cirrhosis
2028,ChronicLiverDisease,16070004,Syphilitic cirrhosis
2028,ChronicLiverDisease,19943007,Cirrhosis of liver
2028,ChronicLiverDisease,21861000,Micronodular cirrhosis
2028,ChronicLiverDisease,27156006,Posthepatitic cirrhosis
2028,ChronicLiverDisease,31155007,Benign recurrent intrahepatic cholestasis
2028,ChronicLiverDisease,31712002,Primary biliary cholangitis
2028,ChronicLiverDisease,33144001,Parasitic cirrhosis
2028,ChronicLiverDisease,34736002,Chronic passive congestion of liver
2028,ChronicLiverDisease,37688005,Clonorchiasis with biliary cirrhosis
2028,ChronicLiverDisease,38662009,Chronic persistent type B viral hepatitis
2028,ChronicLiverDisease,41889008,Chronic persistent hepatitis
2028,ChronicLiverDisease,43634002,Relapsing type A viral hepatitis
2028,ChronicLiverDisease,43904005,Macronodular cirrhosis
2028,ChronicLiverDisease,45256007,Cruveilhier-Baumgarten syndrome
2028,ChronicLiverDisease,50167007,Chronic active type B viral hepatitis
2028,ChronicLiverDisease,57339008,Chronic lobular hepatitis
2028,ChronicLiverDisease,58282009,Relapsing viral hepatitis
2028,ChronicLiverDisease,60037002,Chronic persistent viral hepatitis
2028,ChronicLiverDisease,61977001,Chronic type B viral hepatitis
2028,ChronicLiverDisease,66870002,Chronic active viral hepatitis
2028,ChronicLiverDisease,73475009,Hepatogenous chronic copper poisoning
2028,ChronicLiverDisease,74669004,Cardiac cirrhosis
2028,ChronicLiverDisease,76301009,Florid cirrhosis
2028,ChronicLiverDisease,76783007,Chronic hepatitis
2028,ChronicLiverDisease,78208005,Pigment cirrhosis
2028,ChronicLiverDisease,79720007,Chronic nonalcoholic liver disease
2028,ChronicLiverDisease,81675001,Chronic yellow atrophy of liver
2028,ChronicLiverDisease,86454000,Postnecrotic cirrhosis
2028,ChronicLiverDisease,89580002,Cryptogenic cirrhosis
2028,ChronicLiverDisease,89789003,Chronic aggressive viral hepatitis
2028,ChronicLiverDisease,109819003,Obstructive biliary cirrhosis
2028,ChronicLiverDisease,111370006,Cirrhosis of liver not due to alcohol
2028,ChronicLiverDisease,123604002,Toxic cirrhosis
2028,ChronicLiverDisease,123605001,Nutritional cirrhosis
2028,ChronicLiverDisease,123606000,Cholangiolitic cirrhosis
2028,ChronicLiverDisease,123716002,Latent cirrhosis
2028,ChronicLiverDisease,123717006,Advanced cirrhosis
2028,ChronicLiverDisease,128302006,Chronic hepatitis C
2028,ChronicLiverDisease,187435007,"[X]Chronic viral hepatitis, unspecified"
2028,ChronicLiverDisease,197279005,Cirrhosis and chronic liver disease
2028,ChronicLiverDisease,197284004,Chronic active hepatitis
2028,ChronicLiverDisease,197285003,Chronic aggressive hepatitis
2028,ChronicLiverDisease,197286002,Recurrent hepatitis
2028,ChronicLiverDisease,197291001,Unilobular portal cirrhosis
2028,ChronicLiverDisease,197293003,Diffuse nodular cirrhosis
2028,ChronicLiverDisease,197294009,Fatty portal cirrhosis
2028,ChronicLiverDisease,197296006,Capsular portal cirrhosis
2028,ChronicLiverDisease,197299004,Pigmentary portal cirrhosis
2028,ChronicLiverDisease,197301006,Toxic portal cirrhosis
2028,ChronicLiverDisease,197303009,Bacterial portal cirrhosis
2028,ChronicLiverDisease,197305002,Syphilitic portal cirrhosis
2028,ChronicLiverDisease,197310003,Biliary cirrhosis of children
2028,ChronicLiverDisease,197324004,Liver abscess and sequelae of chronic liver disease
2028,ChronicLiverDisease,197359004,Toxic liver disease with chronic persistent hepatitis
2028,ChronicLiverDisease,197360009,Toxic liver disease with chronic lobular hepatitis
2028,ChronicLiverDisease,197361008,Toxic liver disease with chronic active hepatitis
2028,ChronicLiverDisease,197362001,Toxic liver disease with fibrosis and cirrhosis of liver
2028,ChronicLiverDisease,197553002,[X]Other and unspecified cirrhosis of liver
2028,ChronicLiverDisease,235869004,Chronic viral hepatitis B with hepatitis D
2028,ChronicLiverDisease,235870003,Chronic non-A non-B hepatitis
2028,ChronicLiverDisease,235889003,Drug-induced chronic hepatitis
2028,ChronicLiverDisease,235894003,Portal cirrhosis
2028,ChronicLiverDisease,235895002,"Laennec's cirrhosis, non-alcoholic"
2028,ChronicLiverDisease,235896001,Infectious cirrhosis
2028,ChronicLiverDisease,235897005,Hypoxia-associated cirrhosis
2028,ChronicLiverDisease,266468003,Cirrhosis - non-alcoholic
2028,ChronicLiverDisease,266469006,Multilobular portal cirrhosis
2028,ChronicLiverDisease,266470007,Cardiac portal cirrhosis
2028,ChronicLiverDisease,266471006,Juvenile portal cirrhosis
2028,ChronicLiverDisease,271440004,Cirrhosis secondary to cholestasis
2028,ChronicLiverDisease,307757001,Chronic alcoholic hepatitis
2028,ChronicLiverDisease,314963000,Local recurrence of malignant tumour of liver
2028,ChronicLiverDisease,328383001,Chronic liver disease
2028,ChronicLiverDisease,371139006,Early cirrhosis
2028,ChronicLiverDisease,419728003,Portal cirrhosis
2028,ChronicLiverDisease,420054005,Alcoholic cirrhosis
2028,ChronicLiverDisease,425413006,Drug-induced cirrhosis of liver
2028,ChronicLiverDisease,432908002,Chronic rejection of liver transplant
2028,ChronicLiverDisease,444918006,Sequela of chronic liver disease
2028,ChronicLiverDisease,450880008,Chronic hepatitis E
2028,ChronicLiverDisease,699189004,North American Indian childhood cirrhosis
2028,ChronicLiverDisease,702969000,Reactivation of hepatitis C viral hepatitis
2028,ChronicLiverDisease,703866000,Chronic hepatitis C with stage 2 fibrosis
2028,ChronicLiverDisease,708198006,Chronic active hepatitis C
2028,ChronicLiverDisease,713181003,Chronic alcoholic liver disease
2028,ChronicLiverDisease,713370005,Acute on chronic alcoholic liver disease
2028,ChronicLiverDisease,713966008,Occult chronic type B viral hepatitis
2028,ChronicLiverDisease,715401008,Reynolds syndrome
2028,ChronicLiverDisease,715864007,Idiopathic copper associated cirrhosis of liver
2028,ChronicLiverDisease,716203000,Decompensated cirrhosis of liver
2028,ChronicLiverDisease,723829000,"Pulmonary fibrosis, hepatic hyperplasia, bone marrow hypoplasia syndrome"
2028,ChronicLiverDisease,725416005,Cirrhotic cardiomyopathy
2028,ChronicLiverDisease,725938001,Cirrhosis of liver caused by methotrexate
2028,ChronicLiverDisease,725939009,Cirrhosis of liver caused by amiodarone
2028,ChronicLiverDisease,725940006,Cirrhosis of liver caused by methyldopa
2028,ChronicLiverDisease,735451005,Chronic viral hepatitis D
2028,ChronicLiverDisease,735733008,Cirrhosis of liver with primary sclerosing cholangitis
2028,ChronicLiverDisease,767809001,Chronic hepatitis C caused by hepatitis C virus genotype 6
2028,ChronicLiverDisease,767810006,Chronic hepatitis C caused by hepatitis C virus genotype 5
2028,ChronicLiverDisease,768006009,Chronic hepatitis C caused by Hepatitis C virus genotype 3
2028,ChronicLiverDisease,768125005,Chronic hepatitis C caused by Hepatitis C virus genotype 2
2028,ChronicLiverDisease,768126006,Chronic hepatitis C caused by Hepatitis C virus genotype 4
2028,ChronicLiverDisease,768127002,Chronic hepatitis C caused by Hepatitis C virus genotype 1
2028,ChronicLiverDisease,768288001,Chronic hepatitis C caused by Hepatitis C virus genotype 1b
2028,ChronicLiverDisease,768289009,Chronic hepatitis C caused by Hepatitis C virus genotype 1a
2028,ChronicLiverDisease,774204006,"Growth retardation, mild developmental delay, chronic hepatitis syndrome"
2028,ChronicLiverDisease,838305005,Benign intrahepatic cholestasis type 1
2028,ChronicLiverDisease,838377003,Chronic hepatitis C co-occurrent with human immunodeficiency virus infection
2028,ChronicLiverDisease,838380002,Chronic hepatitis B co-occurrent with hepatitis C and hepatitis D
2028,ChronicLiverDisease,863957008,Chronic necrosis of liver
2028,ChronicLiverDisease,871619002,Cirrhosis of liver due to and following cardiac procedure
2028,ChronicLiverDisease,1010616001,Liver cirrhosis due to classical cystic fibrosis
2028,ChronicLiverDisease,8.31E+11,Cirrhosis of liver due to chronic hepatitis C
2028,ChronicLiverDisease,1.03611E+14,Cirrhosis of liver due to hepatitis B
2028,ChronicLiverDisease,4.19541E+14,"[X]Chronic viral hepatitis, unspecified"
2028,ChronicLiverDisease,4.32261E+14,"[X]Chronic viral hepatitis, unspecified"
2028,ChronicLiverDisease,4.70971E+14,[X]Other and unspecified cirrhosis of liver
2028,ChronicLiverDisease,5.89521E+14,Chronic hepatitis unspecified
2028,ChronicLiverDisease,5.89541E+14,Infectious cirrhosis NOS
2028,ChronicLiverDisease,5.89551E+14,Portal cirrhosis unspecified
2028,ChronicLiverDisease,5.89561E+14,Biliary cirrhosis NOS
2028,ChronicLiverDisease,5.92411E+14,Other non-alcoholic chronic liver disease
2028,ChronicLiverDisease,5.92421E+14,Other non-alcoholic chronic liver disease NOS
2028,ChronicLiverDisease,6.22551E+14,Liver abscess and chronic liver disease causing sequelae NOS
2028,ChronicLiverDisease,6.62341E+14,Cirrhosis of liver NOS
2028,ChronicLiverDisease,6.71731E+14,Non-alcoholic cirrhosis NOS
2028,ChronicLiverDisease,7.76981E+14,Cirrhosis associated with cystic fibrosis
2028,ChronicLiverDisease,7.78131E+14,Cystic fibrosis related cirrhosis
2028,ChronicLiverDisease,8.75211E+14,Chronic viral hepatitis B
2028,ChronicLiverDisease,1092801000119102,Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease
2028,ChronicLiverDisease,16098491000119109,Chronic autoimmune hepatitis
2031,CongestiveCardiacFailure,364006,Acute left-sided heart failure
2031,CongestiveCardiacFailure,5053004,Cardiac insufficiency due to prosthesis
2031,CongestiveCardiacFailure,5148006,Hypertensive heart disease with congestive heart failure
2031,CongestiveCardiacFailure,5375005,Chronic left-sided congestive heart failure
2031,CongestiveCardiacFailure,10091002,High output heart failure
2031,CongestiveCardiacFailure,10335000,Chronic right-sided heart failure
2031,CongestiveCardiacFailure,10519008,Acute pulmonary oedema due to fumes AND/OR vapours
2031,CongestiveCardiacFailure,10633002,Acute congestive heart failure
2031,CongestiveCardiacFailure,11468004,Postoperative pulmonary oedema
2031,CongestiveCardiacFailure,12095001,Legal termination of pregnancy with cardiac arrest and/or failure
2031,CongestiveCardiacFailure,13839000,Bernheim's syndrome
2031,CongestiveCardiacFailure,19242006,Pulmonary oedema
2031,CongestiveCardiacFailure,20606002,Acute bovine pulmonary emphysema AND oedema
2031,CongestiveCardiacFailure,25544003,Low output heart failure
2031,CongestiveCardiacFailure,33622007,Round heart disease
2031,CongestiveCardiacFailure,33644002,Postvalvulotomy syndrome
2031,CongestiveCardiacFailure,36890002,Temporary cardioassist with artificial heart
2031,CongestiveCardiacFailure,39028003,Implantation of heart auxiliary ventricle
2031,CongestiveCardiacFailure,40541001,Acute pulmonary oedema
2031,CongestiveCardiacFailure,42343007,Congestive heart failure
2031,CongestiveCardiacFailure,43736008,Rheumatic left ventricular failure
2031,CongestiveCardiacFailure,44088000,Low cardiac output syndrome
2031,CongestiveCardiacFailure,44313006,Right heart failure secondary to left heart failure
2031,CongestiveCardiacFailure,45650007,Kyphoscoliotic heart disease
2031,CongestiveCardiacFailure,46113002,Hypertensive heart failure
2031,CongestiveCardiacFailure,46847001,Chronic pulmonary oedema
2031,CongestiveCardiacFailure,48447003,Chronic heart failure
2031,CongestiveCardiacFailure,49584005,Acute cor pulmonale
2031,CongestiveCardiacFailure,54529009,Illegal termination of pregnancy with cardiac arrest AND/OR failure
2031,CongestiveCardiacFailure,55565007,Cardiac failure after obstetrical surgery AND/OR other procedure including delivery
2031,CongestiveCardiacFailure,56379006,Abortion with cardiac arrest AND/OR failure
2031,CongestiveCardiacFailure,56675007,Acute heart failure
2031,CongestiveCardiacFailure,60856006,Cardiac insufficiency following cardiac surgery
2031,CongestiveCardiacFailure,64253000,Implantation of heart assist system
2031,CongestiveCardiacFailure,66989003,Chronic right-sided congestive heart failure
2031,CongestiveCardiacFailure,67189007,Acute pulmonary heart disease
2031,CongestiveCardiacFailure,67782005,Acute respiratory distress syndrome
2031,CongestiveCardiacFailure,71892000,Cardiac asthma
2031,CongestiveCardiacFailure,74960003,Acute left-sided congestive heart failure
2031,CongestiveCardiacFailure,77737007,Benign hypertensive heart disease with congestive heart failure
2031,CongestiveCardiacFailure,78862003,Ayerza's syndrome
2031,CongestiveCardiacFailure,79955004,Chronic cor pulmonale
2031,CongestiveCardiacFailure,80479009,Acute right-sided congestive heart failure
2031,CongestiveCardiacFailure,82523003,Congestive rheumatic heart failure
2031,CongestiveCardiacFailure,83105008,Malignant hypertensive heart disease with congestive heart failure
2031,CongestiveCardiacFailure,83291003,Cor pulmonale
2031,CongestiveCardiacFailure,84114007,Heart failure
2031,CongestiveCardiacFailure,85232009,Left heart failure
2031,CongestiveCardiacFailure,87837008,Chronic pulmonary heart disease
2031,CongestiveCardiacFailure,88805009,Chronic congestive heart failure
2031,CongestiveCardiacFailure,89687005,Postimmersion-submersion syndrome
2031,CongestiveCardiacFailure,89819002,Cardiac insufficiency during AND/OR resulting from a procedure
2031,CongestiveCardiacFailure,90727007,Pleural effusion due to congestive heart failure
2031,CongestiveCardiacFailure,92506005,Biventricular congestive heart failure
2031,CongestiveCardiacFailure,95437004,Non-cardiogenic pulmonary oedema
2031,CongestiveCardiacFailure,111282000,Acute respiratory insufficiency
2031,CongestiveCardiacFailure,111283005,Chronic left-sided heart failure
2031,CongestiveCardiacFailure,120639003,Hantavirus pulmonary syndrome
2031,CongestiveCardiacFailure,123620007,Hantanvirus pulmonary syndrome
2031,CongestiveCardiacFailure,128404006,Right heart failure
2031,CongestiveCardiacFailure,134378009,Congestive heart failure monitoring
2031,CongestiveCardiacFailure,134440006,Referral to heart failure clinic
2031,CongestiveCardiacFailure,151157005,Cardiac failure therapy
2031,CongestiveCardiacFailure,161505003,H/O: heart failure
2031,CongestiveCardiacFailure,175112006,Transluminal heart assist operations
2031,CongestiveCardiacFailure,175115008,Transluminal maintenance of heart assist system
2031,CongestiveCardiacFailure,175117000,Transluminal removal of heart assist system
2031,CongestiveCardiacFailure,182826002,Cardiac failure therapy
2031,CongestiveCardiacFailure,194767001,Benign hypertensive heart disease with congestive cardiac failure
2031,CongestiveCardiacFailure,194779001,Hypertensive heart and renal disease with (congestive) heart failure
2031,CongestiveCardiacFailure,194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure
2031,CongestiveCardiacFailure,194884000,Acute pulmonary heart disease NOS
2031,CongestiveCardiacFailure,194887007,Other chronic pulmonary heart disease
2031,CongestiveCardiacFailure,194889005,Other chronic pulmonary heart disease NOS
2031,CongestiveCardiacFailure,195111005,Decompensated cardiac failure
2031,CongestiveCardiacFailure,195112003,Compensated cardiac failure
2031,CongestiveCardiacFailure,195114002,Acute left ventricular failure
2031,CongestiveCardiacFailure,195548008,[X]Pulmonary heart disease and diseases of pulmonary circulation
2031,CongestiveCardiacFailure,196151000,Pulmonary insufficiency following shock
2031,CongestiveCardiacFailure,196152007,Pulmonary insufficiency following surgery
2031,CongestiveCardiacFailure,196153002,Pulmonary insufficiency following trauma
2031,CongestiveCardiacFailure,198868006,Cardiac failure following abortive pregnancy
2031,CongestiveCardiacFailure,206586007,Congenital cardiac failure
2031,CongestiveCardiacFailure,207553000,[D]Cardiorespiratory failure
2031,CongestiveCardiacFailure,232957001,Cardiac support procedure
2031,CongestiveCardiacFailure,232961007,Intraventricular pump support operation
2031,CongestiveCardiacFailure,232962000,Transluminal insertion of intraventricular pump
2031,CongestiveCardiacFailure,232963005,Transluminal maintenance of intraventricular pump
2031,CongestiveCardiacFailure,232965003,Implantation of ventricular assist device
2031,CongestiveCardiacFailure,232966002,Implantation of right ventricular assist device
2031,CongestiveCardiacFailure,232967006,Implantation of left ventricular assist device
2031,CongestiveCardiacFailure,232968001,Implantation of biventricular assist device
2031,CongestiveCardiacFailure,232969009,Cardiac support using extracorporeal membrane oxygenation circuitry
2031,CongestiveCardiacFailure,233705000,Neurogenic pulmonary oedema
2031,CongestiveCardiacFailure,233706004,Drug-induced acute pulmonary oedema
2031,CongestiveCardiacFailure,233707008,High altitude pulmonary oedema
2031,CongestiveCardiacFailure,233708003,Post-upper airway obstruction pulmonary oedema
2031,CongestiveCardiacFailure,233709006,Toxic pulmonary oedema
2031,CongestiveCardiacFailure,233710001,Chemical-induced pulmonary oedema
2031,CongestiveCardiacFailure,233711002,Oxygen-induced pulmonary oedema
2031,CongestiveCardiacFailure,233712009,Fluid overload pulmonary oedema
2031,CongestiveCardiacFailure,233924009,Heart failure as a complication of care
2031,CongestiveCardiacFailure,240629003,Malarial shock lung
2031,CongestiveCardiacFailure,241974001,Altitude oedema
2031,CongestiveCardiacFailure,266233000,Chronic pulmonary heart disease NOS
2031,CongestiveCardiacFailure,274096000,Pulmonary heart disease
2031,CongestiveCardiacFailure,275514001,Impaired left ventricular function
2031,CongestiveCardiacFailure,276514007,Neonatal cardiac failure
2031,CongestiveCardiacFailure,276637009,Haemorrhagic pulmonary oedema
2031,CongestiveCardiacFailure,277638005,Sepsis-associated left ventricular failure
2031,CongestiveCardiacFailure,277639002,Sepsis-associated right ventricular failure
2031,CongestiveCardiacFailure,286952009,Pulmonary heart disease NOS
2031,CongestiveCardiacFailure,286953004,Other pulmonary heart disease
2031,CongestiveCardiacFailure,308118002,Cardiac failure therapy
2031,CongestiveCardiacFailure,309634009,H/O: Heart failure in last year
2031,CongestiveCardiacFailure,314206003,Refractory heart failure
2031,CongestiveCardiacFailure,359617009,Acute right-sided heart failure
2031,CongestiveCardiacFailure,359620001,Acute right heart failure
2031,CongestiveCardiacFailure,360371003,Acute cardiac pulmonary oedema
2031,CongestiveCardiacFailure,366784002,Congestive heart failure monitoring
